covariate,smd_pre,abs_smd_pre,smd_post,abs_smd_post
dbp_max,-0.22247669202140613,0.22247669202140613,-0.010340945615757616,0.010340945615757616
dbp_mean,-0.21099647791372045,0.21099647791372045,-0.013624219803713726,0.013624219803713726
dbp_median,-0.1531765736392399,0.1531765736392399,-0.016795059774853672,0.016795059774853672
dbp_min,-0.22736793014995685,0.22736793014995685,0.00741053494882322,0.00741053494882322
dbp_post_mean,-0.4905696814875178,0.4905696814875178,0.019347510518564176,0.019347510518564176
dbp_pre_mean,-0.21099647791372045,0.21099647791372045,-0.013624219803713726,0.013624219803713726
dbp_slope,-0.19613540694966114,0.19613540694966114,-0.013089541660918004,0.013089541660918004
dbp_std,-0.2378033898797467,0.2378033898797467,-0.012177292782907434,0.012177292782907434
diabetes_with_cc_max,0.0551549639861391,0.0551549639861391,0.02313630929042246,0.02313630929042246
diabetes_with_cc_mean,0.0551549639861391,0.0551549639861391,0.02313630929042246,0.02313630929042246
diabetes_with_cc_median,0.0551549639861391,0.0551549639861391,0.02313630929042246,0.02313630929042246
diabetes_with_cc_min,0.0551549639861391,0.0551549639861391,0.02313630929042246,0.02313630929042246
diabetes_with_cc_std,0.0,0.0,0.0,0.0
diabetes_without_cc_max,-0.0016672003296438268,0.0016672003296438268,-0.007412190553592154,0.007412190553592154
diabetes_without_cc_mean,-0.0016672003296438268,0.0016672003296438268,-0.007412190553592154,0.007412190553592154
diabetes_without_cc_median,-0.0016672003296438268,0.0016672003296438268,-0.007412190553592154,0.007412190553592154
diabetes_without_cc_min,-0.0016672003296438268,0.0016672003296438268,-0.007412190553592154,0.007412190553592154
diabetes_without_cc_std,0.0,0.0,0.0,0.0
epinephrine_rate_mcgkgmin_max,0.10010551771472019,0.10010551771472019,0.0010382330465047995,0.0010382330465047995
epinephrine_rate_mcgkgmin_mean,0.0822652868250563,0.0822652868250563,-0.0006007105531380415,0.0006007105531380415
epinephrine_rate_mcgkgmin_median,0.035043625725375574,0.035043625725375574,-0.008133863489045599,0.008133863489045599
epinephrine_rate_mcgkgmin_min,0.01939190237179083,0.01939190237179083,0.0,0.0
epinephrine_rate_mcgkgmin_std,0.10063938704347115,0.10063938704347115,0.003913547964727945,0.003913547964727945
hba1c_max,0.0,0.0,0.0,0.0
hba1c_mean,0.0,0.0,0.0,0.0
hba1c_median,0.0,0.0,0.0,0.0
hba1c_min,0.0,0.0,0.0,0.0
hba1c_std,0.0,0.0,0.0,0.0
hba2_max,0.0,0.0,0.0,0.0
hba2_mean,0.0,0.0,0.0,0.0
hba2_median,0.0,0.0,0.0,0.0
hba2_min,0.0,0.0,0.0,0.0
hba2_std,0.0,0.0,0.0,0.0
hbs_max,0.0,0.0,0.0,0.0
hbs_mean,0.0,0.0,0.0,0.0
hbs_median,0.0,0.0,0.0,0.0
hbs_min,0.0,0.0,0.0,0.0
hbs_std,0.0,0.0,0.0,0.0
heart_rate_delta,0.14633933574135466,0.14633933574135466,0.005215925111680743,0.005215925111680743
heart_rate_max,0.16213170391224316,0.16213170391224316,-0.018433438673848324,0.018433438673848324
heart_rate_mean,0.06283044968374653,0.06283044968374653,-0.02072651503679875,0.02072651503679875
heart_rate_median,0.04354673592267778,0.04354673592267778,-0.017739463133273282,0.017739463133273282
heart_rate_min,0.2279877055950399,0.2279877055950399,-0.023314586470419736,0.023314586470419736
heart_rate_post_mean,0.19262409718753631,0.19262409718753631,-0.018066536249196064,0.018066536249196064
heart_rate_pre_mean,0.06283044968374653,0.06283044968374653,-0.02072651503679875,0.02072651503679875
heart_rate_slope,0.21878569529744957,0.21878569529744957,0.02480309042753887,0.02480309042753887
heart_rate_std,-0.010969320735355712,0.010969320735355712,-0.002164267564654418,0.002164267564654418
hematocrit_max,0.0,0.0,0.0,0.0
hematocrit_mean,0.0,0.0,0.0,0.0
hematocrit_median,0.0,0.0,0.0,0.0
hematocrit_min,0.0,0.0,0.0,0.0
hematocrit_std,0.0,0.0,0.0,0.0
hemoglobin_delta,-0.13283657162903847,0.13283657162903847,0.008154542796479496,0.008154542796479496
hemoglobin_max,-0.5969503219665424,0.5969503219665424,-0.009157398505237484,0.009157398505237484
hemoglobin_mean,-1.0051142548500567,1.0051142548500567,-0.00461982422480427,0.00461982422480427
hemoglobin_median,-0.7837225119042869,0.7837225119042869,-0.011721624179865392,0.011721624179865392
hemoglobin_min,-1.1671968503206458,1.1671968503206458,0.010476469954416073,0.010476469954416073
hemoglobin_post_mean,-1.3263163273975511,1.3263163273975511,0.0030468557769060614,0.0030468557769060614
hemoglobin_pre_mean,-1.0051142548500567,1.0051142548500567,-0.00461982422480427,0.00461982422480427
hemoglobin_slope,-0.3831684215218799,0.3831684215218799,-0.009173635551637718,0.009173635551637718
hemoglobin_std,0.6653859156619762,0.6653859156619762,-0.00555091253306078,0.00555091253306078
lactate_delta,0.018487357502050696,0.018487357502050696,-0.010106786177832937,0.010106786177832937
lactate_max,0.4203948197637313,0.4203948197637313,-0.020499670537351248,0.020499670537351248
lactate_mean,0.294211914624039,0.294211914624039,-0.018392928118613993,0.018392928118613993
lactate_median,0.22369816815968688,0.22369816815968688,-0.016186021151499815,0.016186021151499815
lactate_min,0.09510755359720299,0.09510755359720299,0.004935091242553286,0.004935091242553286
lactate_post_mean,0.28542453181277444,0.28542453181277444,-0.0260018863079598,0.0260018863079598
lactate_pre_mean,0.294211914624039,0.294211914624039,-0.018392928118613993,0.018392928118613993
lactate_slope,0.18801820191028662,0.18801820191028662,-0.007848366206539984,0.007848366206539984
lactate_std,0.38389362189922477,0.38389362189922477,-0.02050115257339124,0.02050115257339124
malignant_cancer_max,0.11080329541570588,0.11080329541570588,-0.008630971891815895,0.008630971891815895
malignant_cancer_mean,0.11080329541570588,0.11080329541570588,-0.008630971891815895,0.008630971891815895
malignant_cancer_median,0.11080329541570588,0.11080329541570588,-0.008630971891815895,0.008630971891815895
malignant_cancer_min,0.11080329541570588,0.11080329541570588,-0.008630971891815895,0.008630971891815895
malignant_cancer_std,0.0,0.0,0.0,0.0
mbp_max,-0.0946606766335289,0.0946606766335289,-0.018120477605854775,0.018120477605854775
mbp_mean,-0.17892766946037697,0.17892766946037697,-0.014289334351274649,0.014289334351274649
mbp_median,-0.1465139050353842,0.1465139050353842,-0.018704277160108477,0.018704277160108477
mbp_min,-0.2039028096269726,0.2039028096269726,0.009965023454232327,0.009965023454232327
mbp_std,-0.18231462031147197,0.18231462031147197,-0.01345424240359982,0.01345424240359982
methemoglobin_delta,0.0,0.0,0.0,0.0
methemoglobin_max,0.0,0.0,0.0,0.0
methemoglobin_mean,0.0,0.0,0.0,0.0
methemoglobin_median,0.0,0.0,0.0,0.0
methemoglobin_min,0.0,0.0,0.0,0.0
methemoglobin_post_mean,0.0,0.0,0.0,0.0
methemoglobin_pre_mean,0.0,0.0,0.0,0.0
methemoglobin_slope,0.0,0.0,0.0,0.0
methemoglobin_std,0.0,0.0,0.0,0.0
mild_liver_disease_max,0.23747382471921283,0.23747382471921283,-0.01624231457202308,0.01624231457202308
mild_liver_disease_mean,0.23747382471921283,0.23747382471921283,-0.01624231457202308,0.01624231457202308
mild_liver_disease_median,0.23747382471921283,0.23747382471921283,-0.01624231457202308,0.01624231457202308
mild_liver_disease_min,0.23747382471921283,0.23747382471921283,-0.01624231457202308,0.01624231457202308
mild_liver_disease_std,0.0,0.0,0.0,0.0
norepinephrine_rate_mcgkgmin_max,0.1064905420760313,0.1064905420760313,0.012700983524320619,0.012700983524320619
norepinephrine_rate_mcgkgmin_mean,0.04966302724890461,0.04966302724890461,-0.0036879806058068604,0.0036879806058068604
norepinephrine_rate_mcgkgmin_median,0.02554809907373732,0.02554809907373732,-0.016483349665101035,0.016483349665101035
norepinephrine_rate_mcgkgmin_min,0.020961666769970574,0.020961666769970574,-0.006334571863210722,0.006334571863210722
norepinephrine_rate_mcgkgmin_std,0.10110300389846202,0.10110300389846202,0.005247943518287529,0.005247943518287529
platelets_delta,-0.37187939384806357,0.37187939384806357,-0.010174497039399712,0.010174497039399712
platelets_max,-0.04230244431515777,0.04230244431515777,0.013857853083920079,0.013857853083920079
platelets_mean,-0.20920105737305594,0.20920105737305594,0.017228469666075778,0.017228469666075778
platelets_median,-0.16040745705685464,0.16040745705685464,0.005839646401887522,0.005839646401887522
platelets_min,-0.4204313815195099,0.4204313815195099,0.027370119267187853,0.027370119267187853
platelets_post_mean,-0.39232690720253327,0.39232690720253327,0.00696861903884342,0.00696861903884342
platelets_pre_mean,-0.20920105737305594,0.20920105737305594,0.017228469666075778,0.017228469666075778
platelets_slope,-0.20690076093499596,0.20690076093499596,0.01662539612248795,0.01662539612248795
platelets_std,0.28123535836131286,0.28123535836131286,-0.015725534236152607,0.015725534236152607
renal_disease_max,0.17862357149932445,0.17862357149932445,0.0025372264096949677,0.0025372264096949677
renal_disease_mean,0.17862357149932445,0.17862357149932445,0.0025372264096949677,0.0025372264096949677
renal_disease_median,0.17862357149932445,0.17862357149932445,0.0025372264096949677,0.0025372264096949677
renal_disease_min,0.17862357149932445,0.17862357149932445,0.0025372264096949677,0.0025372264096949677
renal_disease_std,0.0,0.0,0.0,0.0
resp_rate_delta,0.0701849262012652,0.0701849262012652,-0.011288232978183838,0.011288232978183838
resp_rate_max,0.027768536689241667,0.027768536689241667,0.008064616907441266,0.008064616907441266
resp_rate_mean,-0.06885355726761565,0.06885355726761565,-0.0032326760360148416,0.0032326760360148416
resp_rate_median,-0.04988827929045678,0.04988827929045678,-0.00401075462455185,0.00401075462455185
resp_rate_min,-0.1166145954512888,0.1166145954512888,0.005518229391653904,0.005518229391653904
resp_rate_post_mean,-0.007071868389414989,0.007071868389414989,-0.013890993808897882,0.013890993808897882
resp_rate_pre_mean,-0.06885355726761565,0.06885355726761565,-0.0032326760360148416,0.0032326760360148416
resp_rate_slope,0.10716462606713516,0.10716462606713516,-0.015376200001507667,0.015376200001507667
resp_rate_std,-0.11116474010952777,0.11116474010952777,0.005839188078849946,0.005839188078849946
sapsii_max,0.5361806341325208,0.5361806341325208,-0.033205162739085387,0.033205162739085387
sapsii_mean,0.5361806341325208,0.5361806341325208,-0.033205162739085387,0.033205162739085387
sapsii_median,0.5361806341325208,0.5361806341325208,-0.033205162739085387,0.033205162739085387
sapsii_min,0.5361806341325208,0.5361806341325208,-0.033205162739085387,0.033205162739085387
sapsii_std,0.0,0.0,0.0,0.0
sbp_delta,0.10427625401529948,0.10427625401529948,0.01988880237746764,0.01988880237746764
sbp_max,-0.19016141554090796,0.19016141554090796,-0.0067497946765088905,0.0067497946765088905
sbp_mean,-0.29908627578361485,0.29908627578361485,-0.00027823688074436027,0.00027823688074436027
sbp_median,-0.2777014393899606,0.2777014393899606,-0.0009184015025566495,0.0009184015025566495
sbp_min,-0.2811022213872985,0.2811022213872985,0.008926925773268203,0.008926925773268203
sbp_post_mean,-0.20549692459496013,0.20549692459496013,0.016438688173999617,0.016438688173999617
sbp_pre_mean,-0.29908627578361485,0.29908627578361485,-0.00027823688074436027,0.00027823688074436027
sbp_slope,-0.006283949457765759,0.006283949457765759,-0.0014681543051520266,0.0014681543051520266
sbp_std,-0.22357942933496247,0.22357942933496247,-0.0031191835048746718,0.0031191835048746718
severe_liver_disease_max,0.2893823583865821,0.2893823583865821,-0.03972531191856745,0.03972531191856745
severe_liver_disease_mean,0.2893823583865821,0.2893823583865821,-0.03972531191856745,0.03972531191856745
severe_liver_disease_median,0.2893823583865821,0.2893823583865821,-0.03972531191856745,0.03972531191856745
severe_liver_disease_min,0.2893823583865821,0.2893823583865821,-0.03972531191856745,0.03972531191856745
severe_liver_disease_std,0.0,0.0,0.0,0.0
sofa_delta,0.18919345572258583,0.18919345572258583,-0.017024923215719894,0.017024923215719894
sofa_max,0.6458736307048225,0.6458736307048225,-0.024821753181461747,0.024821753181461747
sofa_mean,0.5865221244916917,0.5865221244916917,-0.022641785983469907,0.022641785983469907
sofa_median,0.5491682227441962,0.5491682227441962,-0.012739650554064981,0.012739650554064981
sofa_min,0.5017227908182571,0.5017227908182571,-0.009902438004272717,0.009902438004272717
sofa_post_mean,0.6498938522202242,0.6498938522202242,-0.05201944839319263,0.05201944839319263
sofa_pre_mean,0.5865221244916917,0.5865221244916917,-0.022641785983469907,0.022641785983469907
sofa_slope,-0.16355907842971398,0.16355907842971398,-0.006346069810536883,0.006346069810536883
sofa_std,0.2605809807475266,0.2605809807475266,-0.010034073367705475,0.010034073367705475
spo2_delta,0.03916804397582204,0.03916804397582204,0.005358572354066774,0.005358572354066774
spo2_max,0.28078197183390957,0.28078197183390957,0.010098332935383274,0.010098332935383274
spo2_mean,0.24288782787195784,0.24288782787195784,-0.007206605259082698,0.007206605259082698
spo2_median,0.23193269810066497,0.23193269810066497,-0.010589952704122092,0.010589952704122092
spo2_min,-0.018820149823721457,0.018820149823721457,-0.004246813995522391,0.004246813995522391
spo2_post_mean,0.2591872996952285,0.2591872996952285,-0.001019252919763483,0.001019252919763483
spo2_pre_mean,0.24288782787195784,0.24288782787195784,-0.007206605259082698,0.007206605259082698
spo2_slope,0.04315453819926118,0.04315453819926118,-0.01099004575396943,0.01099004575396943
spo2_std,-0.05682315314820288,0.05682315314820288,0.006162253289007361,0.006162253289007361
temperature_max,0.1849636513185174,0.1849636513185174,0.012127510848066202,0.012127510848066202
temperature_mean,0.09780083496997051,0.09780083496997051,0.015766028816662996,0.015766028816662996
temperature_median,0.11084655128388629,0.11084655128388629,0.009707479250707526,0.009707479250707526
temperature_min,-0.15855009718206897,0.15855009718206897,0.029682161648879803,0.029682161648879803
temperature_std,0.1277701155162327,0.1277701155162327,-0.02028387667549234,0.02028387667549234
urea_max,0.25787411137786515,0.25787411137786515,-0.012265949870383597,0.012265949870383597
urea_mean,0.25430019071460175,0.25430019071460175,-0.009382889901516402,0.009382889901516402
urea_median,0.21332808733867645,0.21332808733867645,-0.00863777949968703,0.00863777949968703
urea_min,0.3235998458654741,0.3235998458654741,-0.01857284127696538,0.01857284127696538
urea_std,0.07978353710781648,0.07978353710781648,-0.008034599837638363,0.008034599837638363
vasopressin_rate_norm_max,0.0,0.0,0.0,0.0
vasopressin_rate_norm_mean,0.0,0.0,0.0,0.0
vasopressin_rate_norm_median,0.0,0.0,0.0,0.0
vasopressin_rate_norm_min,0.0,0.0,0.0,0.0
vasopressin_rate_norm_std,0.0,0.0,0.0,0.0
vasopressin_rate_raw_max,0.0,0.0,0.0,0.0
vasopressin_rate_raw_mean,0.0,0.0,0.0,0.0
vasopressin_rate_raw_median,0.0,0.0,0.0,0.0
vasopressin_rate_raw_min,0.0,0.0,0.0,0.0
vasopressin_rate_raw_std,0.0,0.0,0.0,0.0
vasopressin_rate_unitsmin_or_equiv_max,0.08468074968422873,0.08468074968422873,-0.003412116707255109,0.003412116707255109
vasopressin_rate_unitsmin_or_equiv_mean,0.12572798675971333,0.12572798675971333,-0.01738054020210947,0.01738054020210947
vasopressin_rate_unitsmin_or_equiv_median,0.04808836527009999,0.04808836527009999,-0.01983940695055637,0.01983940695055637
vasopressin_rate_unitsmin_or_equiv_min,0.012319706566112754,0.012319706566112754,-0.00033068386435811874,0.00033068386435811874
vasopressin_rate_unitsmin_or_equiv_std,0.1813906006492617,0.1813906006492617,-0.009621044327168753,0.009621044327168753
