feature,stat,value,cluster,k,n_transfused,n_control
alkaline_phosphatase_max,missing_rate,0.0,0,2,7660,2968
alkaline_phosphatase_mean,mean,80.36148057219819,0,2,7660,2968
alkaline_phosphatase_mean,median,75.0,0,2,7660,2968
alkaline_phosphatase_mean,missing_rate,0.0,0,2,7660,2968
alkaline_phosphatase_median,mean,80.75456919060052,0,2,7660,2968
alkaline_phosphatase_median,median,75.0,0,2,7660,2968
alkaline_phosphatase_median,missing_rate,0.0,0,2,7660,2968
alkaline_phosphatase_min,mean,72.32976501305482,0,2,7660,2968
alkaline_phosphatase_min,median,75.0,0,2,7660,2968
alkaline_phosphatase_min,missing_rate,0.0,0,2,7660,2968
alkaline_phosphatase_std,mean,4.8311323268016855,0,2,7660,2968
alkaline_phosphatase_std,median,0.0,0,2,7660,2968
alkaline_phosphatase_std,missing_rate,0.0,0,2,7660,2968
alt_max,mean,63.95274151436031,0,2,7660,2968
alt_max,median,25.0,0,2,7660,2968
alt_max,missing_rate,0.0,0,2,7660,2968
alt_mean,mean,49.92154806360652,0,2,7660,2968
alt_mean,median,25.0,0,2,7660,2968
alt_mean,missing_rate,0.0,0,2,7660,2968
alt_median,mean,50.844973890339425,0,2,7660,2968
alt_median,median,25.0,0,2,7660,2968
alt_median,missing_rate,0.0,0,2,7660,2968
alt_min,mean,25.371148825065273,0,2,7660,2968
alt_min,median,25.0,0,2,7660,2968
alt_min,missing_rate,0.0,0,2,7660,2968
alt_std,mean,12.976754494984629,0,2,7660,2968
alt_std,median,0.0,0,2,7660,2968
alt_std,missing_rate,0.0,0,2,7660,2968
any_vasopressor_delta,mean,-0.012830194647386325,0,2,7660,2968
any_vasopressor_delta,median,0.0,0,2,7660,2968
any_vasopressor_delta,missing_rate,0.0,0,2,7660,2968
any_vasopressor_max,mean,0.39151436031331593,0,2,7660,2968
any_vasopressor_max,median,0.0,0,2,7660,2968
any_vasopressor_max,missing_rate,0.0,0,2,7660,2968
any_vasopressor_mean,mean,0.025793137897410494,0,2,7660,2968
any_vasopressor_mean,median,0.0,0,2,7660,2968
any_vasopressor_mean,missing_rate,0.0,0,2,7660,2968
any_vasopressor_median,mean,0.0030678851174934726,0,2,7660,2968
any_vasopressor_median,median,0.0,0,2,7660,2968
any_vasopressor_median,missing_rate,0.0,0,2,7660,2968
any_vasopressor_min,mean,0.0020887728459530026,0,2,7660,2968
any_vasopressor_min,median,0.0,0,2,7660,2968
any_vasopressor_min,missing_rate,0.0,0,2,7660,2968
any_vasopressor_post_mean,mean,0.012962943250024166,0,2,7660,2968
any_vasopressor_post_mean,median,0.0,0,2,7660,2968
any_vasopressor_post_mean,missing_rate,0.0,0,2,7660,2968
any_vasopressor_pre_mean,mean,0.025793137897410494,0,2,7660,2968
any_vasopressor_pre_mean,median,0.0,0,2,7660,2968
any_vasopressor_pre_mean,missing_rate,0.0,0,2,7660,2968
any_vasopressor_slope,mean,0.0005787042957514289,0,2,7660,2968
any_vasopressor_slope,median,0.0,0,2,7660,2968
any_vasopressor_slope,missing_rate,0.017885117493472585,0,2,7660,2968
any_vasopressor_std,mean,0.08277039335230428,0,2,7660,2968
any_vasopressor_std,median,0.0,0,2,7660,2968
any_vasopressor_std,missing_rate,0.0,0,2,7660,2968
apsiii_max,mean,48.55861618798956,0,2,7660,2968
apsiii_max,median,44.0,0,2,7660,2968
apsiii_max,missing_rate,0.0,0,2,7660,2968
apsiii_mean,mean,48.55861618798956,0,2,7660,2968
apsiii_mean,median,44.0,0,2,7660,2968
apsiii_mean,missing_rate,0.0,0,2,7660,2968
apsiii_median,mean,48.55861618798956,0,2,7660,2968
apsiii_median,median,44.0,0,2,7660,2968
apsiii_median,missing_rate,0.0,0,2,7660,2968
apsiii_min,mean,48.55861618798956,0,2,7660,2968
apsiii_min,median,44.0,0,2,7660,2968
apsiii_min,missing_rate,0.0,0,2,7660,2968
apsiii_std,mean,0.0,0,2,7660,2968
apsiii_std,median,0.0,0,2,7660,2968
apsiii_std,missing_rate,0.0,0,2,7660,2968
ast_max,mean,93.94138381201044,0,2,7660,2968
ast_max,median,20.0,0,2,7660,2968
ast_max,missing_rate,0.0,0,2,7660,2968
ast_mean,mean,67.45541608628514,0,2,7660,2968
ast_mean,median,20.0,0,2,7660,2968
ast_mean,missing_rate,0.0,0,2,7660,2968
ast_median,mean,68.50620104438643,0,2,7660,2968
ast_median,median,20.0,0,2,7660,2968
ast_median,missing_rate,0.0,0,2,7660,2968
ast_min,mean,22.190078328981723,0,2,7660,2968
ast_min,median,20.0,0,2,7660,2968
ast_min,missing_rate,0.0,0,2,7660,2968
ast_std,mean,24.81611620572317,0,2,7660,2968
ast_std,median,0.0,0,2,7660,2968
ast_std,missing_rate,0.0,0,2,7660,2968
bilirubin_direct_delta,mean,,0,2,7660,2968
bilirubin_direct_delta,median,,0,2,7660,2968
bilirubin_direct_delta,missing_rate,1.0,0,2,7660,2968
bilirubin_direct_max,mean,,0,2,7660,2968
bilirubin_direct_max,median,,0,2,7660,2968
bilirubin_direct_max,missing_rate,1.0,0,2,7660,2968
bilirubin_direct_mean,mean,,0,2,7660,2968
bilirubin_direct_mean,median,,0,2,7660,2968
bilirubin_direct_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_direct_median,mean,,0,2,7660,2968
bilirubin_direct_median,median,,0,2,7660,2968
bilirubin_direct_median,missing_rate,1.0,0,2,7660,2968
bilirubin_direct_min,mean,,0,2,7660,2968
bilirubin_direct_min,median,,0,2,7660,2968
bilirubin_direct_min,missing_rate,1.0,0,2,7660,2968
bilirubin_direct_post_mean,mean,,0,2,7660,2968
bilirubin_direct_post_mean,median,,0,2,7660,2968
bilirubin_direct_post_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_direct_pre_mean,mean,,0,2,7660,2968
bilirubin_direct_pre_mean,median,,0,2,7660,2968
bilirubin_direct_pre_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_direct_slope,mean,,0,2,7660,2968
bilirubin_direct_slope,median,,0,2,7660,2968
bilirubin_direct_slope,missing_rate,1.0,0,2,7660,2968
bilirubin_direct_std,mean,,0,2,7660,2968
bilirubin_direct_std,median,,0,2,7660,2968
bilirubin_direct_std,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_delta,mean,,0,2,7660,2968
bilirubin_indirect_delta,median,,0,2,7660,2968
bilirubin_indirect_delta,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_max,mean,,0,2,7660,2968
bilirubin_indirect_max,median,,0,2,7660,2968
bilirubin_indirect_max,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_mean,mean,,0,2,7660,2968
bilirubin_indirect_mean,median,,0,2,7660,2968
bilirubin_indirect_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_median,mean,,0,2,7660,2968
bilirubin_indirect_median,median,,0,2,7660,2968
bilirubin_indirect_median,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_min,mean,,0,2,7660,2968
bilirubin_indirect_min,median,,0,2,7660,2968
bilirubin_indirect_min,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_post_mean,mean,,0,2,7660,2968
bilirubin_indirect_post_mean,median,,0,2,7660,2968
bilirubin_indirect_post_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_pre_mean,mean,,0,2,7660,2968
bilirubin_indirect_pre_mean,median,,0,2,7660,2968
bilirubin_indirect_pre_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_slope,mean,,0,2,7660,2968
bilirubin_indirect_slope,median,,0,2,7660,2968
bilirubin_indirect_slope,missing_rate,1.0,0,2,7660,2968
bilirubin_indirect_std,mean,,0,2,7660,2968
bilirubin_indirect_std,median,,0,2,7660,2968
bilirubin_indirect_std,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_delta,mean,,0,2,7660,2968
bilirubin_neonatal_delta,median,,0,2,7660,2968
bilirubin_neonatal_delta,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_max,mean,,0,2,7660,2968
bilirubin_neonatal_max,median,,0,2,7660,2968
bilirubin_neonatal_max,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_mean,mean,,0,2,7660,2968
bilirubin_neonatal_mean,median,,0,2,7660,2968
bilirubin_neonatal_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_median,mean,,0,2,7660,2968
bilirubin_neonatal_median,median,,0,2,7660,2968
bilirubin_neonatal_median,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_min,mean,,0,2,7660,2968
bilirubin_neonatal_min,median,,0,2,7660,2968
bilirubin_neonatal_min,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_post_mean,mean,,0,2,7660,2968
bilirubin_neonatal_post_mean,median,,0,2,7660,2968
bilirubin_neonatal_post_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_pre_mean,mean,,0,2,7660,2968
bilirubin_neonatal_pre_mean,median,,0,2,7660,2968
bilirubin_neonatal_pre_mean,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_slope,mean,,0,2,7660,2968
bilirubin_neonatal_slope,median,,0,2,7660,2968
bilirubin_neonatal_slope,missing_rate,1.0,0,2,7660,2968
bilirubin_neonatal_std,mean,,0,2,7660,2968
bilirubin_neonatal_std,median,,0,2,7660,2968
bilirubin_neonatal_std,missing_rate,1.0,0,2,7660,2968
bilirubin_total_delta,mean,0.6056856255989069,0,2,7660,2968
bilirubin_total_delta,median,-5.329070518200751e-15,0,2,7660,2968
bilirubin_total_delta,missing_rate,0.0,0,2,7660,2968
bilirubin_total_max,mean,1.26532637075718,0,2,7660,2968
bilirubin_total_max,median,0.7,0,2,7660,2968
bilirubin_total_max,missing_rate,0.0,0,2,7660,2968
bilirubin_total_mean,mean,1.0591061448830172,0,2,7660,2968
bilirubin_total_mean,median,0.7000000000000001,0,2,7660,2968
bilirubin_total_mean,missing_rate,0.0,0,2,7660,2968
bilirubin_total_median,mean,1.0755221932114882,0,2,7660,2968
bilirubin_total_median,median,0.7,0,2,7660,2968
bilirubin_total_median,missing_rate,0.0,0,2,7660,2968
bilirubin_total_min,mean,0.6827676240208878,0,2,7660,2968
bilirubin_total_min,median,0.7,0,2,7660,2968
bilirubin_total_min,missing_rate,0.0,0,2,7660,2968
bilirubin_total_post_mean,mean,1.6647917704819242,0,2,7660,2968
bilirubin_total_post_mean,median,0.6999999999999946,0,2,7660,2968
bilirubin_total_post_mean,missing_rate,0.0,0,2,7660,2968
bilirubin_total_pre_mean,mean,1.0591061448830172,0,2,7660,2968
bilirubin_total_pre_mean,median,0.7000000000000001,0,2,7660,2968
bilirubin_total_pre_mean,missing_rate,0.0,0,2,7660,2968
bilirubin_total_slope,mean,0.0035030137356084332,0,2,7660,2968
bilirubin_total_slope,median,0.0,0,2,7660,2968
bilirubin_total_slope,missing_rate,0.017885117493472585,0,2,7660,2968
bilirubin_total_std,mean,0.2031265892161186,0,2,7660,2968
bilirubin_total_std,median,0.0,0,2,7660,2968
bilirubin_total_std,missing_rate,0.0,0,2,7660,2968
bmi_max,mean,27.969173844949097,0,2,7660,2968
bmi_max,median,26.935000000000002,0,2,7660,2968
bmi_max,missing_rate,0.3331592689295039,0,2,7660,2968
bmi_mean,mean,27.9691738449491,0,2,7660,2968
bmi_mean,median,26.93500000000003,0,2,7660,2968
bmi_mean,missing_rate,0.3331592689295039,0,2,7660,2968
bmi_median,mean,27.969173844949097,0,2,7660,2968
bmi_median,median,26.935000000000002,0,2,7660,2968
bmi_median,missing_rate,0.3331592689295039,0,2,7660,2968
bmi_min,mean,27.969173844949097,0,2,7660,2968
bmi_min,median,26.935000000000002,0,2,7660,2968
bmi_min,missing_rate,0.3331592689295039,0,2,7660,2968
bmi_std,mean,0.0,0,2,7660,2968
bmi_std,median,0.0,0,2,7660,2968
bmi_std,missing_rate,0.3331592689295039,0,2,7660,2968
cerebrovascular_disease_max,mean,0.09973890339425587,0,2,7660,2968
cerebrovascular_disease_max,median,0.0,0,2,7660,2968
cerebrovascular_disease_max,missing_rate,0.0,0,2,7660,2968
cerebrovascular_disease_mean,mean,0.09973890339425587,0,2,7660,2968
cerebrovascular_disease_mean,median,0.0,0,2,7660,2968
cerebrovascular_disease_mean,missing_rate,0.0,0,2,7660,2968
cerebrovascular_disease_median,mean,0.09973890339425587,0,2,7660,2968
cerebrovascular_disease_median,median,0.0,0,2,7660,2968
cerebrovascular_disease_median,missing_rate,0.0,0,2,7660,2968
cerebrovascular_disease_min,mean,0.09973890339425587,0,2,7660,2968
cerebrovascular_disease_min,median,0.0,0,2,7660,2968
cerebrovascular_disease_min,missing_rate,0.0,0,2,7660,2968
cerebrovascular_disease_std,mean,0.0,0,2,7660,2968
cerebrovascular_disease_std,median,0.0,0,2,7660,2968
cerebrovascular_disease_std,missing_rate,0.0,0,2,7660,2968
chronic_pulmonary_disease_max,mean,0.22467362924281983,0,2,7660,2968
chronic_pulmonary_disease_max,median,0.0,0,2,7660,2968
chronic_pulmonary_disease_max,missing_rate,0.0,0,2,7660,2968
chronic_pulmonary_disease_mean,mean,0.22467362924281983,0,2,7660,2968
chronic_pulmonary_disease_mean,median,0.0,0,2,7660,2968
chronic_pulmonary_disease_mean,missing_rate,0.0,0,2,7660,2968
chronic_pulmonary_disease_median,mean,0.22467362924281983,0,2,7660,2968
chronic_pulmonary_disease_median,median,0.0,0,2,7660,2968
chronic_pulmonary_disease_median,missing_rate,0.0,0,2,7660,2968
chronic_pulmonary_disease_min,mean,0.22467362924281983,0,2,7660,2968
chronic_pulmonary_disease_min,median,0.0,0,2,7660,2968
chronic_pulmonary_disease_min,missing_rate,0.0,0,2,7660,2968
chronic_pulmonary_disease_std,mean,0.0,0,2,7660,2968
chronic_pulmonary_disease_std,median,0.0,0,2,7660,2968
chronic_pulmonary_disease_std,missing_rate,0.0,0,2,7660,2968
ck_total_max,mean,284.14804177545693,0,2,7660,2968
ck_total_max,median,100.0,0,2,7660,2968
ck_total_max,missing_rate,0.0,0,2,7660,2968
ck_total_mean,mean,204.20885016296833,0,2,7660,2968
ck_total_mean,median,100.0,0,2,7660,2968
ck_total_mean,missing_rate,0.0,0,2,7660,2968
ck_total_median,mean,210.4233681462141,0,2,7660,2968
ck_total_median,median,100.0,0,2,7660,2968
ck_total_median,missing_rate,0.0,0,2,7660,2968
ck_total_min,mean,95.27297650130548,0,2,7660,2968
ck_total_min,median,100.0,0,2,7660,2968
ck_total_min,missing_rate,0.0,0,2,7660,2968
ck_total_std,mean,62.94253933025351,0,2,7660,2968
ck_total_std,median,0.0,0,2,7660,2968
ck_total_std,missing_rate,0.0,0,2,7660,2968
ckmb_max,mean,,0,2,7660,2968
ckmb_max,median,,0,2,7660,2968
ckmb_max,missing_rate,1.0,0,2,7660,2968
ckmb_mean,mean,,0,2,7660,2968
ckmb_mean,median,,0,2,7660,2968
ckmb_mean,missing_rate,1.0,0,2,7660,2968
ckmb_median,mean,,0,2,7660,2968
ckmb_median,median,,0,2,7660,2968
ckmb_median,missing_rate,1.0,0,2,7660,2968
ckmb_min,mean,,0,2,7660,2968
ckmb_min,median,,0,2,7660,2968
ckmb_min,missing_rate,1.0,0,2,7660,2968
ckmb_std,mean,,0,2,7660,2968
ckmb_std,median,,0,2,7660,2968
ckmb_std,missing_rate,1.0,0,2,7660,2968
congestive_heart_failure_max,mean,0.2595300261096606,0,2,7660,2968
congestive_heart_failure_max,median,0.0,0,2,7660,2968
congestive_heart_failure_max,missing_rate,0.0,0,2,7660,2968
congestive_heart_failure_mean,mean,0.2595300261096606,0,2,7660,2968
congestive_heart_failure_mean,median,0.0,0,2,7660,2968
congestive_heart_failure_mean,missing_rate,0.0,0,2,7660,2968
congestive_heart_failure_median,mean,0.2595300261096606,0,2,7660,2968
congestive_heart_failure_median,median,0.0,0,2,7660,2968
congestive_heart_failure_median,missing_rate,0.0,0,2,7660,2968
congestive_heart_failure_min,mean,0.2595300261096606,0,2,7660,2968
congestive_heart_failure_min,median,0.0,0,2,7660,2968
congestive_heart_failure_min,missing_rate,0.0,0,2,7660,2968
congestive_heart_failure_std,mean,0.0,0,2,7660,2968
congestive_heart_failure_std,median,0.0,0,2,7660,2968
congestive_heart_failure_std,missing_rate,0.0,0,2,7660,2968
creatinine_delta,mean,0.285814700225907,0,2,7660,2968
creatinine_delta,median,0.04537223527959289,0,2,7660,2968
creatinine_delta,missing_rate,0.0,0,2,7660,2968
creatinine_max,mean,1.34266318537859,0,2,7660,2968
creatinine_max,median,0.9,0,2,7660,2968
creatinine_max,missing_rate,0.0,0,2,7660,2968
creatinine_mean,mean,1.1422014416493453,0,2,7660,2968
creatinine_mean,median,0.9,0,2,7660,2968
creatinine_mean,missing_rate,0.0,0,2,7660,2968
creatinine_median,mean,1.1614033942558746,0,2,7660,2968
creatinine_median,median,0.9,0,2,7660,2968
creatinine_median,missing_rate,0.0,0,2,7660,2968
creatinine_min,mean,0.8374412532637077,0,2,7660,2968
creatinine_min,median,0.9,0,2,7660,2968
creatinine_min,missing_rate,0.0,0,2,7660,2968
creatinine_post_mean,mean,1.4280161418752522,0,2,7660,2968
creatinine_post_mean,median,0.9988491544975917,0,2,7660,2968
creatinine_post_mean,missing_rate,0.0,0,2,7660,2968
creatinine_pre_mean,mean,1.1422014416493453,0,2,7660,2968
creatinine_pre_mean,median,0.9,0,2,7660,2968
creatinine_pre_mean,missing_rate,0.0,0,2,7660,2968
creatinine_slope,mean,0.0012654133795287521,0,2,7660,2968
creatinine_slope,median,0.0,0,2,7660,2968
creatinine_slope,missing_rate,0.017885117493472585,0,2,7660,2968
creatinine_std,mean,0.18233666962677603,0,2,7660,2968
creatinine_std,median,0.0469186448452263,0,2,7660,2968
creatinine_std,missing_rate,0.0,0,2,7660,2968
crp_max,mean,106.771875,0,2,7660,2968
crp_max,median,93.95,0,2,7660,2968
crp_max,missing_rate,0.995822454308094,0,2,7660,2968
crp_mean,mean,106.64630422374432,0,2,7660,2968
crp_mean,median,91.94086757990871,0,2,7660,2968
crp_mean,missing_rate,0.995822454308094,0,2,7660,2968
crp_median,mean,106.771875,0,2,7660,2968
crp_median,median,93.95,0,2,7660,2968
crp_median,missing_rate,0.995822454308094,0,2,7660,2968
crp_min,mean,106.496875,0,2,7660,2968
crp_min,median,89.65,0,2,7660,2968
crp_min,missing_rate,0.995822454308094,0,2,7660,2968
crp_std,mean,0.1369815448184847,0,2,7660,2968
crp_std,median,0.0,0,2,7660,2968
crp_std,missing_rate,0.995822454308094,0,2,7660,2968
d_dimer_max,mean,,0,2,7660,2968
d_dimer_max,median,,0,2,7660,2968
d_dimer_max,missing_rate,1.0,0,2,7660,2968
d_dimer_mean,mean,,0,2,7660,2968
d_dimer_mean,median,,0,2,7660,2968
d_dimer_mean,missing_rate,1.0,0,2,7660,2968
d_dimer_median,mean,,0,2,7660,2968
d_dimer_median,median,,0,2,7660,2968
d_dimer_median,missing_rate,1.0,0,2,7660,2968
d_dimer_min,mean,,0,2,7660,2968
d_dimer_min,median,,0,2,7660,2968
d_dimer_min,missing_rate,1.0,0,2,7660,2968
d_dimer_std,mean,,0,2,7660,2968
d_dimer_std,median,,0,2,7660,2968
d_dimer_std,missing_rate,1.0,0,2,7660,2968
dbp_delta,mean,-8.549054635472444,0,2,7660,2968
dbp_delta,median,-7.691288774021256,0,2,7660,2968
dbp_delta,missing_rate,0.0,0,2,7660,2968
dbp_max,mean,82.23635770234986,0,2,7660,2968
dbp_max,median,80.0,0,2,7660,2968
dbp_max,missing_rate,0.0,0,2,7660,2968
dbp_mean,mean,67.7892468721183,0,2,7660,2968
dbp_mean,median,69.0,0,2,7660,2968
dbp_mean,missing_rate,0.0,0,2,7660,2968
dbp_median,mean,67.63501958224543,0,2,7660,2968
dbp_median,median,69.5,0,2,7660,2968
dbp_median,missing_rate,0.0,0,2,7660,2968
dbp_min,mean,53.89895561357702,0,2,7660,2968
dbp_min,median,51.0,0,2,7660,2968
dbp_min,missing_rate,0.0,0,2,7660,2968
dbp_post_mean,mean,59.24019223664586,0,2,7660,2968
dbp_post_mean,median,58.281629116117855,0,2,7660,2968
dbp_post_mean,missing_rate,0.0,0,2,7660,2968
dbp_pre_mean,mean,67.7892468721183,0,2,7660,2968
dbp_pre_mean,median,69.0,0,2,7660,2968
dbp_pre_mean,missing_rate,0.0,0,2,7660,2968
dbp_slope,mean,-0.10946420707900945,0,2,7660,2968
dbp_slope,median,-0.02707583991551346,0,2,7660,2968
dbp_slope,missing_rate,0.017885117493472585,0,2,7660,2968
dbp_std,mean,8.22650355204268,0,2,7660,2968
dbp_std,median,8.288547472982088,0,2,7660,2968
dbp_std,missing_rate,0.0,0,2,7660,2968
dementia_max,mean,0.023107049608355093,0,2,7660,2968
dementia_max,median,0.0,0,2,7660,2968
dementia_max,missing_rate,0.0,0,2,7660,2968
dementia_mean,mean,0.023107049608355093,0,2,7660,2968
dementia_mean,median,0.0,0,2,7660,2968
dementia_mean,missing_rate,0.0,0,2,7660,2968
dementia_median,mean,0.023107049608355093,0,2,7660,2968
dementia_median,median,0.0,0,2,7660,2968
dementia_median,missing_rate,0.0,0,2,7660,2968
dementia_min,mean,0.023107049608355093,0,2,7660,2968
dementia_min,median,0.0,0,2,7660,2968
dementia_min,missing_rate,0.0,0,2,7660,2968
dementia_std,mean,0.0,0,2,7660,2968
dementia_std,median,0.0,0,2,7660,2968
dementia_std,missing_rate,0.0,0,2,7660,2968
diabetes_with_cc_max,mean,0.09308093994778067,0,2,7660,2968
diabetes_with_cc_max,median,0.0,0,2,7660,2968
diabetes_with_cc_max,missing_rate,0.0,0,2,7660,2968
diabetes_with_cc_mean,mean,0.09308093994778067,0,2,7660,2968
diabetes_with_cc_mean,median,0.0,0,2,7660,2968
diabetes_with_cc_mean,missing_rate,0.0,0,2,7660,2968
diabetes_with_cc_median,mean,0.09308093994778067,0,2,7660,2968
diabetes_with_cc_median,median,0.0,0,2,7660,2968
diabetes_with_cc_median,missing_rate,0.0,0,2,7660,2968
diabetes_with_cc_min,mean,0.09308093994778067,0,2,7660,2968
diabetes_with_cc_min,median,0.0,0,2,7660,2968
diabetes_with_cc_min,missing_rate,0.0,0,2,7660,2968
diabetes_with_cc_std,mean,0.0,0,2,7660,2968
diabetes_with_cc_std,median,0.0,0,2,7660,2968
diabetes_with_cc_std,missing_rate,0.0,0,2,7660,2968
diabetes_without_cc_max,mean,0.2231070496083551,0,2,7660,2968
diabetes_without_cc_max,median,0.0,0,2,7660,2968
diabetes_without_cc_max,missing_rate,0.0,0,2,7660,2968
diabetes_without_cc_mean,mean,0.2231070496083551,0,2,7660,2968
diabetes_without_cc_mean,median,0.0,0,2,7660,2968
diabetes_without_cc_mean,missing_rate,0.0,0,2,7660,2968
diabetes_without_cc_median,mean,0.2231070496083551,0,2,7660,2968
diabetes_without_cc_median,median,0.0,0,2,7660,2968
diabetes_without_cc_median,missing_rate,0.0,0,2,7660,2968
diabetes_without_cc_min,mean,0.2231070496083551,0,2,7660,2968
diabetes_without_cc_min,median,0.0,0,2,7660,2968
diabetes_without_cc_min,missing_rate,0.0,0,2,7660,2968
diabetes_without_cc_std,mean,0.0,0,2,7660,2968
diabetes_without_cc_std,median,0.0,0,2,7660,2968
diabetes_without_cc_std,missing_rate,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_max,mean,0.024325065274151434,0,2,7660,2968
dobutamine_rate_mcgkgmin_max,median,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_max,missing_rate,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_mean,mean,0.003933330445491535,0,2,7660,2968
dobutamine_rate_mcgkgmin_mean,median,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_mean,missing_rate,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_median,mean,0.0012402088772845953,0,2,7660,2968
dobutamine_rate_mcgkgmin_median,median,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_median,missing_rate,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_min,mean,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_min,median,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_min,missing_rate,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_std,mean,0.006131393450465159,0,2,7660,2968
dobutamine_rate_mcgkgmin_std,median,0.0,0,2,7660,2968
dobutamine_rate_mcgkgmin_std,missing_rate,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_max,mean,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_max,median,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_max,missing_rate,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_mean,mean,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_mean,median,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_mean,missing_rate,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_median,mean,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_median,median,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_median,missing_rate,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_min,mean,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_min,median,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_min,missing_rate,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_std,mean,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_std,median,0.0,0,2,7660,2968
dopamine_rate_mcgkgmin_std,missing_rate,0.0,0,2,7660,2968
