feature,stat,value,cluster,k,n_transfused,n_control
any_vasopressor_delta,median,0.0,0,2,10619,3827
any_vasopressor_delta,missing_rate,0.0,0,2,10619,3827
any_vasopressor_max,mean,0.4345983614276297,0,2,10619,3827
any_vasopressor_max,median,0.0,0,2,10619,3827
any_vasopressor_max,missing_rate,0.0,0,2,10619,3827
any_vasopressor_mean,mean,0.023562118417836637,0,2,10619,3827
any_vasopressor_mean,median,0.0,0,2,10619,3827
any_vasopressor_mean,missing_rate,0.0,0,2,10619,3827
any_vasopressor_median,mean,0.0022130144081363595,0,2,10619,3827
any_vasopressor_median,median,0.0,0,2,10619,3827
any_vasopressor_median,missing_rate,0.0,0,2,10619,3827
any_vasopressor_min,mean,0.0015067332140502872,0,2,10619,3827
any_vasopressor_min,median,0.0,0,2,10619,3827
any_vasopressor_min,missing_rate,0.0,0,2,10619,3827
any_vasopressor_post_mean,mean,0.01246137173530725,0,2,10619,3827
any_vasopressor_post_mean,median,0.0,0,2,10619,3827
any_vasopressor_post_mean,missing_rate,0.0,0,2,10619,3827
any_vasopressor_pre_mean,mean,0.023562118417836637,0,2,10619,3827
any_vasopressor_pre_mean,median,0.0,0,2,10619,3827
any_vasopressor_pre_mean,missing_rate,0.0,0,2,10619,3827
any_vasopressor_slope,mean,0.000412375367067329,0,2,10619,3827
any_vasopressor_slope,median,0.0,0,2,10619,3827
any_vasopressor_slope,missing_rate,0.012901403145305584,0,2,10619,3827
any_vasopressor_std,mean,0.08434028670500934,0,2,10619,3827
any_vasopressor_std,median,0.0,0,2,10619,3827
any_vasopressor_std,missing_rate,0.0,0,2,10619,3827
apsiii_max,mean,50.363781900367265,0,2,10619,3827
apsiii_max,median,46.0,0,2,10619,3827
apsiii_max,missing_rate,0.0,0,2,10619,3827
apsiii_mean,mean,50.363781900367265,0,2,10619,3827
apsiii_mean,median,46.0,0,2,10619,3827
apsiii_mean,missing_rate,0.0,0,2,10619,3827
apsiii_median,mean,50.363781900367265,0,2,10619,3827
apsiii_median,median,46.0,0,2,10619,3827
apsiii_median,missing_rate,0.0,0,2,10619,3827
apsiii_min,mean,50.363781900367265,0,2,10619,3827
apsiii_min,median,46.0,0,2,10619,3827
apsiii_min,missing_rate,0.0,0,2,10619,3827
apsiii_std,mean,0.0,0,2,10619,3827
apsiii_std,median,0.0,0,2,10619,3827
apsiii_std,missing_rate,0.0,0,2,10619,3827
ast_max,mean,144.71098973537997,0,2,10619,3827
ast_max,median,20.0,0,2,10619,3827
ast_max,missing_rate,0.0,0,2,10619,3827
ast_mean,mean,95.91031684264227,0,2,10619,3827
ast_mean,median,20.0,0,2,10619,3827
ast_mean,missing_rate,0.0,0,2,10619,3827
ast_median,mean,93.63471136641868,0,2,10619,3827
ast_median,median,20.0,0,2,10619,3827
ast_median,missing_rate,0.0,0,2,10619,3827
ast_min,mean,30.70750541482249,0,2,10619,3827
ast_min,median,20.0,0,2,10619,3827
ast_min,missing_rate,0.0,0,2,10619,3827
ast_std,mean,37.1352633443094,0,2,10619,3827
ast_std,median,0.0,0,2,10619,3827
ast_std,missing_rate,0.0,0,2,10619,3827
bilirubin_direct_delta,mean,,0,2,10619,3827
bilirubin_direct_delta,median,,0,2,10619,3827
bilirubin_direct_delta,missing_rate,1.0,0,2,10619,3827
bilirubin_direct_max,mean,,0,2,10619,3827
bilirubin_direct_max,median,,0,2,10619,3827
bilirubin_direct_max,missing_rate,1.0,0,2,10619,3827
bilirubin_direct_mean,mean,,0,2,10619,3827
bilirubin_direct_mean,median,,0,2,10619,3827
bilirubin_direct_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_direct_median,mean,,0,2,10619,3827
bilirubin_direct_median,median,,0,2,10619,3827
bilirubin_direct_median,missing_rate,1.0,0,2,10619,3827
bilirubin_direct_min,mean,,0,2,10619,3827
bilirubin_direct_min,median,,0,2,10619,3827
bilirubin_direct_min,missing_rate,1.0,0,2,10619,3827
bilirubin_direct_post_mean,mean,,0,2,10619,3827
bilirubin_direct_post_mean,median,,0,2,10619,3827
bilirubin_direct_post_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_direct_pre_mean,mean,,0,2,10619,3827
bilirubin_direct_pre_mean,median,,0,2,10619,3827
bilirubin_direct_pre_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_direct_slope,mean,,0,2,10619,3827
bilirubin_direct_slope,median,,0,2,10619,3827
bilirubin_direct_slope,missing_rate,1.0,0,2,10619,3827
bilirubin_direct_std,mean,,0,2,10619,3827
bilirubin_direct_std,median,,0,2,10619,3827
bilirubin_direct_std,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_delta,mean,,0,2,10619,3827
bilirubin_indirect_delta,median,,0,2,10619,3827
bilirubin_indirect_delta,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_max,mean,,0,2,10619,3827
bilirubin_indirect_max,median,,0,2,10619,3827
bilirubin_indirect_max,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_mean,mean,,0,2,10619,3827
bilirubin_indirect_mean,median,,0,2,10619,3827
bilirubin_indirect_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_median,mean,,0,2,10619,3827
bilirubin_indirect_median,median,,0,2,10619,3827
bilirubin_indirect_median,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_min,mean,,0,2,10619,3827
bilirubin_indirect_min,median,,0,2,10619,3827
bilirubin_indirect_min,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_post_mean,mean,,0,2,10619,3827
bilirubin_indirect_post_mean,median,,0,2,10619,3827
bilirubin_indirect_post_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_pre_mean,mean,,0,2,10619,3827
bilirubin_indirect_pre_mean,median,,0,2,10619,3827
bilirubin_indirect_pre_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_slope,mean,,0,2,10619,3827
bilirubin_indirect_slope,median,,0,2,10619,3827
bilirubin_indirect_slope,missing_rate,1.0,0,2,10619,3827
bilirubin_indirect_std,mean,,0,2,10619,3827
bilirubin_indirect_std,median,,0,2,10619,3827
bilirubin_indirect_std,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_delta,mean,,0,2,10619,3827
bilirubin_neonatal_delta,median,,0,2,10619,3827
bilirubin_neonatal_delta,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_max,mean,,0,2,10619,3827
bilirubin_neonatal_max,median,,0,2,10619,3827
bilirubin_neonatal_max,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_mean,mean,,0,2,10619,3827
bilirubin_neonatal_mean,median,,0,2,10619,3827
bilirubin_neonatal_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_median,mean,,0,2,10619,3827
bilirubin_neonatal_median,median,,0,2,10619,3827
bilirubin_neonatal_median,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_min,mean,,0,2,10619,3827
bilirubin_neonatal_min,median,,0,2,10619,3827
bilirubin_neonatal_min,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_post_mean,mean,,0,2,10619,3827
bilirubin_neonatal_post_mean,median,,0,2,10619,3827
bilirubin_neonatal_post_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_pre_mean,mean,,0,2,10619,3827
bilirubin_neonatal_pre_mean,median,,0,2,10619,3827
bilirubin_neonatal_pre_mean,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_slope,mean,,0,2,10619,3827
bilirubin_neonatal_slope,median,,0,2,10619,3827
bilirubin_neonatal_slope,missing_rate,1.0,0,2,10619,3827
bilirubin_neonatal_std,mean,,0,2,10619,3827
bilirubin_neonatal_std,median,,0,2,10619,3827
bilirubin_neonatal_std,missing_rate,1.0,0,2,10619,3827
bilirubin_total_delta,mean,0.4869201687764693,0,2,10619,3827
bilirubin_total_delta,median,-3.552713678800501e-15,0,2,10619,3827
bilirubin_total_delta,missing_rate,0.0,0,2,10619,3827
bilirubin_total_max,mean,1.5016385723702799,0,2,10619,3827
bilirubin_total_max,median,0.7,0,2,10619,3827
bilirubin_total_max,missing_rate,0.0,0,2,10619,3827
bilirubin_total_mean,mean,1.2673941159737008,0,2,10619,3827
bilirubin_total_mean,median,0.7,0,2,10619,3827
bilirubin_total_mean,missing_rate,0.0,0,2,10619,3827
bilirubin_total_median,mean,1.2957858555419532,0,2,10619,3827
bilirubin_total_median,median,0.7,0,2,10619,3827
bilirubin_total_median,missing_rate,0.0,0,2,10619,3827
bilirubin_total_min,mean,0.8087390526414917,0,2,10619,3827
bilirubin_total_min,median,0.7,0,2,10619,3827
bilirubin_total_min,missing_rate,0.0,0,2,10619,3827
bilirubin_total_post_mean,mean,1.7543142847501703,0,2,10619,3827
bilirubin_total_post_mean,median,0.6999999999999945,0,2,10619,3827
bilirubin_total_post_mean,missing_rate,0.0,0,2,10619,3827
bilirubin_total_pre_mean,mean,1.2673941159737008,0,2,10619,3827
bilirubin_total_pre_mean,median,0.7,0,2,10619,3827
bilirubin_total_pre_mean,missing_rate,0.0,0,2,10619,3827
bilirubin_total_slope,mean,0.0025643093627487567,0,2,10619,3827
bilirubin_total_slope,median,0.0,0,2,10619,3827
bilirubin_total_slope,missing_rate,0.012901403145305584,0,2,10619,3827
bilirubin_total_std,mean,0.22924388019162048,0,2,10619,3827
bilirubin_total_std,median,0.0,0,2,10619,3827
bilirubin_total_std,missing_rate,0.0,0,2,10619,3827
bmi_max,mean,28.24283340089177,0,2,10619,3827
bmi_max,median,27.18,0,2,10619,3827
bmi_max,missing_rate,0.303041717675864,0,2,10619,3827
bmi_mean,mean,28.24283340089177,0,2,10619,3827
bmi_mean,median,27.180000000000145,0,2,10619,3827
bmi_mean,missing_rate,0.303041717675864,0,2,10619,3827
bmi_median,mean,28.24283340089177,0,2,10619,3827
bmi_median,median,27.18,0,2,10619,3827
bmi_median,missing_rate,0.303041717675864,0,2,10619,3827
bmi_min,mean,28.24283340089177,0,2,10619,3827
bmi_min,median,27.18,0,2,10619,3827
bmi_min,missing_rate,0.303041717675864,0,2,10619,3827
bmi_std,mean,0.0,0,2,10619,3827
bmi_std,median,0.0,0,2,10619,3827
bmi_std,missing_rate,0.303041717675864,0,2,10619,3827
cerebrovascular_disease_max,mean,0.11677182408889726,0,2,10619,3827
cerebrovascular_disease_max,median,0.0,0,2,10619,3827
cerebrovascular_disease_max,missing_rate,0.0,0,2,10619,3827
cerebrovascular_disease_mean,mean,0.11677182408889726,0,2,10619,3827
cerebrovascular_disease_mean,median,0.0,0,2,10619,3827
cerebrovascular_disease_mean,missing_rate,0.0,0,2,10619,3827
cerebrovascular_disease_median,mean,0.11677182408889726,0,2,10619,3827
cerebrovascular_disease_median,median,0.0,0,2,10619,3827
cerebrovascular_disease_median,missing_rate,0.0,0,2,10619,3827
cerebrovascular_disease_min,mean,0.11677182408889726,0,2,10619,3827
cerebrovascular_disease_min,median,0.0,0,2,10619,3827
cerebrovascular_disease_min,missing_rate,0.0,0,2,10619,3827
cerebrovascular_disease_std,mean,0.0,0,2,10619,3827
cerebrovascular_disease_std,median,0.0,0,2,10619,3827
cerebrovascular_disease_std,missing_rate,0.0,0,2,10619,3827
chronic_pulmonary_disease_max,mean,0.23740465203879837,0,2,10619,3827
chronic_pulmonary_disease_max,median,0.0,0,2,10619,3827
chronic_pulmonary_disease_max,missing_rate,0.0,0,2,10619,3827
chronic_pulmonary_disease_mean,mean,0.23740465203879837,0,2,10619,3827
chronic_pulmonary_disease_mean,median,0.0,0,2,10619,3827
chronic_pulmonary_disease_mean,missing_rate,0.0,0,2,10619,3827
chronic_pulmonary_disease_median,mean,0.23740465203879837,0,2,10619,3827
chronic_pulmonary_disease_median,median,0.0,0,2,10619,3827
chronic_pulmonary_disease_median,missing_rate,0.0,0,2,10619,3827
chronic_pulmonary_disease_min,mean,0.23740465203879837,0,2,10619,3827
chronic_pulmonary_disease_min,median,0.0,0,2,10619,3827
chronic_pulmonary_disease_min,missing_rate,0.0,0,2,10619,3827
chronic_pulmonary_disease_std,mean,0.0,0,2,10619,3827
chronic_pulmonary_disease_std,median,0.0,0,2,10619,3827
chronic_pulmonary_disease_std,missing_rate,0.0,0,2,10619,3827
ck_total_max,mean,343.0971842923062,0,2,10619,3827
ck_total_max,median,100.0,0,2,10619,3827
ck_total_max,missing_rate,0.0,0,2,10619,3827
ck_total_mean,mean,242.10859499369897,0,2,10619,3827
ck_total_mean,median,100.0,0,2,10619,3827
ck_total_mean,missing_rate,0.0,0,2,10619,3827
ck_total_median,mean,243.65420472737546,0,2,10619,3827
ck_total_median,median,100.0,0,2,10619,3827
ck_total_median,missing_rate,0.0,0,2,10619,3827
ck_total_min,mean,129.1425746303795,0,2,10619,3827
ck_total_min,median,100.0,0,2,10619,3827
ck_total_min,missing_rate,0.0,0,2,10619,3827
ck_total_std,mean,72.3805305948336,0,2,10619,3827
ck_total_std,median,0.0,0,2,10619,3827
ck_total_std,missing_rate,0.0,0,2,10619,3827
ckmb_max,mean,,0,2,10619,3827
ckmb_max,median,,0,2,10619,3827
ckmb_max,missing_rate,1.0,0,2,10619,3827
ckmb_mean,mean,,0,2,10619,3827
ckmb_mean,median,,0,2,10619,3827
ckmb_mean,missing_rate,1.0,0,2,10619,3827
ckmb_median,mean,,0,2,10619,3827
ckmb_median,median,,0,2,10619,3827
ckmb_median,missing_rate,1.0,0,2,10619,3827
ckmb_min,mean,,0,2,10619,3827
ckmb_min,median,,0,2,10619,3827
ckmb_min,missing_rate,1.0,0,2,10619,3827
ckmb_std,mean,,0,2,10619,3827
ckmb_std,median,,0,2,10619,3827
ckmb_std,missing_rate,1.0,0,2,10619,3827
congestive_heart_failure_max,mean,0.27648554477822773,0,2,10619,3827
congestive_heart_failure_max,median,0.0,0,2,10619,3827
congestive_heart_failure_max,missing_rate,0.0,0,2,10619,3827
congestive_heart_failure_mean,mean,0.27648554477822773,0,2,10619,3827
congestive_heart_failure_mean,median,0.0,0,2,10619,3827
congestive_heart_failure_mean,missing_rate,0.0,0,2,10619,3827
congestive_heart_failure_median,mean,0.27648554477822773,0,2,10619,3827
congestive_heart_failure_median,median,0.0,0,2,10619,3827
congestive_heart_failure_median,missing_rate,0.0,0,2,10619,3827
congestive_heart_failure_min,mean,0.27648554477822773,0,2,10619,3827
congestive_heart_failure_min,median,0.0,0,2,10619,3827
congestive_heart_failure_min,missing_rate,0.0,0,2,10619,3827
congestive_heart_failure_std,mean,0.0,0,2,10619,3827
congestive_heart_failure_std,median,0.0,0,2,10619,3827
congestive_heart_failure_std,missing_rate,0.0,0,2,10619,3827
creatinine_delta,mean,0.2129808943600966,0,2,10619,3827
creatinine_delta,median,0.0205263157894765,0,2,10619,3827
creatinine_delta,missing_rate,0.0,0,2,10619,3827
creatinine_max,mean,1.5126094735850832,0,2,10619,3827
creatinine_max,median,0.9,0,2,10619,3827
creatinine_max,missing_rate,0.0,0,2,10619,3827
creatinine_mean,mean,1.277606147436544,0,2,10619,3827
creatinine_mean,median,0.9000000000000001,0,2,10619,3827
creatinine_mean,missing_rate,0.0,0,2,10619,3827
creatinine_median,mean,1.2941143233826162,0,2,10619,3827
creatinine_median,median,0.9,0,2,10619,3827
creatinine_median,missing_rate,0.0,0,2,10619,3827
creatinine_min,mean,0.9201713909030983,0,2,10619,3827
creatinine_min,median,0.9,0,2,10619,3827
creatinine_min,missing_rate,0.0,0,2,10619,3827
creatinine_post_mean,mean,1.490587041796641,0,2,10619,3827
creatinine_post_mean,median,1.0142114384748617,0,2,10619,3827
creatinine_post_mean,missing_rate,0.0,0,2,10619,3827
creatinine_pre_mean,mean,1.277606147436544,0,2,10619,3827
creatinine_pre_mean,median,0.9000000000000001,0,2,10619,3827
creatinine_pre_mean,missing_rate,0.0,0,2,10619,3827
creatinine_slope,mean,0.0009228454918982144,0,2,10619,3827
creatinine_slope,median,0.0,0,2,10619,3827
creatinine_slope,missing_rate,0.012901403145305584,0,2,10619,3827
creatinine_std,mean,0.196222817128306,0,2,10619,3827
creatinine_std,median,0.07091163955414644,0,2,10619,3827
creatinine_std,missing_rate,0.0,0,2,10619,3827
crp_max,mean,114.89360465116279,0,2,10619,3827
crp_max,median,105.85,0,2,10619,3827
crp_max,missing_rate,0.9838026179489594,0,2,10619,3827
crp_mean,mean,111.47256386002721,0,2,10619,3827
crp_mean,median,104.90000000000053,0,2,10619,3827
crp_mean,missing_rate,0.9838026179489594,0,2,10619,3827
crp_median,mean,111.60523255813955,0,2,10619,3827
crp_median,median,103.25,0,2,10619,3827
crp_median,missing_rate,0.9838026179489594,0,2,10619,3827
crp_min,mean,109.22441860465115,0,2,10619,3827
crp_min,median,103.25,0,2,10619,3827
crp_min,missing_rate,0.9838026179489594,0,2,10619,3827
crp_std,mean,2.2343011331703497,0,2,10619,3827
crp_std,median,0.0,0,2,10619,3827
crp_std,missing_rate,0.9838026179489594,0,2,10619,3827
d_dimer_max,mean,,0,2,10619,3827
d_dimer_max,median,,0,2,10619,3827
d_dimer_max,missing_rate,1.0,0,2,10619,3827
d_dimer_mean,mean,,0,2,10619,3827
d_dimer_mean,median,,0,2,10619,3827
d_dimer_mean,missing_rate,1.0,0,2,10619,3827
d_dimer_median,mean,,0,2,10619,3827
d_dimer_median,median,,0,2,10619,3827
d_dimer_median,missing_rate,1.0,0,2,10619,3827
d_dimer_min,mean,,0,2,10619,3827
d_dimer_min,median,,0,2,10619,3827
d_dimer_min,missing_rate,1.0,0,2,10619,3827
d_dimer_std,mean,,0,2,10619,3827
d_dimer_std,median,,0,2,10619,3827
d_dimer_std,missing_rate,1.0,0,2,10619,3827
dbp_delta,mean,-5.760223786671237,0,2,10619,3827
dbp_delta,median,-3.9549839228295838,0,2,10619,3827
dbp_delta,missing_rate,0.0,0,2,10619,3827
dbp_max,mean,83.94569450984086,0,2,10619,3827
dbp_max,median,80.0,0,2,10619,3827
dbp_max,missing_rate,0.0,0,2,10619,3827
dbp_mean,mean,65.30498381031865,0,2,10619,3827
dbp_mean,median,64.92537313432835,0,2,10619,3827
dbp_mean,missing_rate,0.0,0,2,10619,3827
dbp_median,mean,64.89489688294567,0,2,10619,3827
dbp_median,median,64.0,0,2,10619,3827
dbp_median,missing_rate,0.0,0,2,10619,3827
dbp_min,mean,50.32107543083153,0,2,10619,3827
dbp_min,median,47.0,0,2,10619,3827
dbp_min,missing_rate,0.0,0,2,10619,3827
dbp_post_mean,mean,59.54476002364741,0,2,10619,3827
dbp_post_mean,median,58.5684575389948,0,2,10619,3827
dbp_post_mean,missing_rate,0.0,0,2,10619,3827
dbp_pre_mean,mean,65.30498381031865,0,2,10619,3827
dbp_pre_mean,median,64.92537313432835,0,2,10619,3827
dbp_pre_mean,missing_rate,0.0,0,2,10619,3827
dbp_slope,mean,-0.07925058007924224,0,2,10619,3827
dbp_slope,median,-0.009810816484972335,0,2,10619,3827
dbp_slope,missing_rate,0.012901403145305584,0,2,10619,3827
dbp_std,mean,8.527059684008817,0,2,10619,3827
dbp_std,median,8.488574721805758,0,2,10619,3827
dbp_std,missing_rate,0.0,0,2,10619,3827
dementia_max,mean,0.023448535643657595,0,2,10619,3827
dementia_max,median,0.0,0,2,10619,3827
dementia_max,missing_rate,0.0,0,2,10619,3827
dementia_mean,mean,0.023448535643657595,0,2,10619,3827
dementia_mean,median,0.0,0,2,10619,3827
dementia_mean,missing_rate,0.0,0,2,10619,3827
dementia_median,mean,0.023448535643657595,0,2,10619,3827
dementia_median,median,0.0,0,2,10619,3827
dementia_median,missing_rate,0.0,0,2,10619,3827
dementia_min,mean,0.023448535643657595,0,2,10619,3827
dementia_min,median,0.0,0,2,10619,3827
dementia_min,missing_rate,0.0,0,2,10619,3827
dementia_std,mean,0.0,0,2,10619,3827
dementia_std,median,0.0,0,2,10619,3827
dementia_std,missing_rate,0.0,0,2,10619,3827
diabetes_with_cc_max,mean,0.09511253413692439,0,2,10619,3827
diabetes_with_cc_max,median,0.0,0,2,10619,3827
diabetes_with_cc_max,missing_rate,0.0,0,2,10619,3827
diabetes_with_cc_mean,mean,0.09511253413692439,0,2,10619,3827
diabetes_with_cc_mean,median,0.0,0,2,10619,3827
diabetes_with_cc_mean,missing_rate,0.0,0,2,10619,3827
diabetes_with_cc_median,mean,0.09511253413692439,0,2,10619,3827
diabetes_with_cc_median,median,0.0,0,2,10619,3827
diabetes_with_cc_median,missing_rate,0.0,0,2,10619,3827
diabetes_with_cc_min,mean,0.09511253413692439,0,2,10619,3827
diabetes_with_cc_min,median,0.0,0,2,10619,3827
diabetes_with_cc_min,missing_rate,0.0,0,2,10619,3827
diabetes_with_cc_std,mean,0.0,0,2,10619,3827
diabetes_with_cc_std,median,0.0,0,2,10619,3827
diabetes_with_cc_std,missing_rate,0.0,0,2,10619,3827
diabetes_without_cc_max,mean,0.22610415293342123,0,2,10619,3827
diabetes_without_cc_max,median,0.0,0,2,10619,3827
diabetes_without_cc_max,missing_rate,0.0,0,2,10619,3827
diabetes_without_cc_mean,mean,0.22610415293342123,0,2,10619,3827
diabetes_without_cc_mean,median,0.0,0,2,10619,3827
diabetes_without_cc_mean,missing_rate,0.0,0,2,10619,3827
diabetes_without_cc_median,mean,0.22610415293342123,0,2,10619,3827
diabetes_without_cc_median,median,0.0,0,2,10619,3827
diabetes_without_cc_median,missing_rate,0.0,0,2,10619,3827
diabetes_without_cc_min,mean,0.22610415293342123,0,2,10619,3827
diabetes_without_cc_min,median,0.0,0,2,10619,3827
diabetes_without_cc_min,missing_rate,0.0,0,2,10619,3827
diabetes_without_cc_std,mean,0.0,0,2,10619,3827
diabetes_without_cc_std,median,0.0,0,2,10619,3827
diabetes_without_cc_std,missing_rate,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_max,mean,0.05443356248234297,0,2,10619,3827
dobutamine_rate_mcgkgmin_max,median,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_max,missing_rate,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_mean,mean,0.006089088879332894,0,2,10619,3827
dobutamine_rate_mcgkgmin_mean,median,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_mean,missing_rate,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_median,mean,0.0010839062058574254,0,2,10619,3827
dobutamine_rate_mcgkgmin_median,median,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_median,missing_rate,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_min,mean,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_min,median,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_min,missing_rate,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_std,mean,0.011666861987281379,0,2,10619,3827
dobutamine_rate_mcgkgmin_std,median,0.0,0,2,10619,3827
dobutamine_rate_mcgkgmin_std,missing_rate,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_max,mean,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_max,median,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_max,missing_rate,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_mean,mean,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_mean,median,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_mean,missing_rate,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_median,mean,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_median,median,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_median,missing_rate,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_min,mean,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_min,median,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_min,missing_rate,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_std,mean,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_std,median,0.0,0,2,10619,3827
dopamine_rate_mcgkgmin_std,missing_rate,0.0,0,2,10619,3827
