feature,stat,value,cluster,k,n_transfused,n_control
any_vasopressor_post_mean,missing_rate,0.0,0,2,7702,3393
any_vasopressor_pre_mean,mean,0.025722543540947173,0,2,7702,3393
any_vasopressor_pre_mean,median,0.0,0,2,7702,3393
any_vasopressor_pre_mean,missing_rate,0.0,0,2,7702,3393
any_vasopressor_slope,mean,0.0005756214877559821,0,2,7702,3393
any_vasopressor_slope,median,0.0,0,2,7702,3393
any_vasopressor_slope,missing_rate,0.017787587639574137,0,2,7702,3393
any_vasopressor_std,mean,0.08264708150900055,0,2,7702,3393
any_vasopressor_std,median,0.0,0,2,7702,3393
any_vasopressor_std,missing_rate,0.0,0,2,7702,3393
apsiii_max,mean,48.56712542196832,0,2,7702,3393
apsiii_max,median,44.0,0,2,7702,3393
apsiii_max,missing_rate,0.0,0,2,7702,3393
apsiii_mean,mean,48.56712542196832,0,2,7702,3393
apsiii_mean,median,44.0,0,2,7702,3393
apsiii_mean,missing_rate,0.0,0,2,7702,3393
apsiii_median,mean,48.56712542196832,0,2,7702,3393
apsiii_median,median,44.0,0,2,7702,3393
apsiii_median,missing_rate,0.0,0,2,7702,3393
apsiii_min,mean,48.56712542196832,0,2,7702,3393
apsiii_min,median,44.0,0,2,7702,3393
apsiii_min,missing_rate,0.0,0,2,7702,3393
apsiii_std,mean,0.0,0,2,7702,3393
apsiii_std,median,0.0,0,2,7702,3393
apsiii_std,missing_rate,0.0,0,2,7702,3393
ast_max,mean,95.77447416255518,0,2,7702,3393
ast_max,median,20.0,0,2,7702,3393
ast_max,missing_rate,0.0,0,2,7702,3393
ast_mean,mean,68.90620107933981,0,2,7702,3393
ast_mean,median,20.0,0,2,7702,3393
ast_mean,missing_rate,0.0,0,2,7702,3393
ast_median,mean,69.84828615943911,0,2,7702,3393
ast_median,median,20.0,0,2,7702,3393
ast_median,missing_rate,0.0,0,2,7702,3393
ast_min,mean,22.182160477797975,0,2,7702,3393
ast_min,median,20.0,0,2,7702,3393
ast_min,missing_rate,0.0,0,2,7702,3393
ast_std,mean,25.202110259897832,0,2,7702,3393
ast_std,median,0.0,0,2,7702,3393
ast_std,missing_rate,0.0,0,2,7702,3393
bilirubin_direct_delta,mean,,0,2,7702,3393
bilirubin_direct_delta,median,,0,2,7702,3393
bilirubin_direct_delta,missing_rate,1.0,0,2,7702,3393
bilirubin_direct_max,mean,,0,2,7702,3393
bilirubin_direct_max,median,,0,2,7702,3393
bilirubin_direct_max,missing_rate,1.0,0,2,7702,3393
bilirubin_direct_mean,mean,,0,2,7702,3393
bilirubin_direct_mean,median,,0,2,7702,3393
bilirubin_direct_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_direct_median,mean,,0,2,7702,3393
bilirubin_direct_median,median,,0,2,7702,3393
bilirubin_direct_median,missing_rate,1.0,0,2,7702,3393
bilirubin_direct_min,mean,,0,2,7702,3393
bilirubin_direct_min,median,,0,2,7702,3393
bilirubin_direct_min,missing_rate,1.0,0,2,7702,3393
bilirubin_direct_post_mean,mean,,0,2,7702,3393
bilirubin_direct_post_mean,median,,0,2,7702,3393
bilirubin_direct_post_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_direct_pre_mean,mean,,0,2,7702,3393
bilirubin_direct_pre_mean,median,,0,2,7702,3393
bilirubin_direct_pre_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_direct_slope,mean,,0,2,7702,3393
bilirubin_direct_slope,median,,0,2,7702,3393
bilirubin_direct_slope,missing_rate,1.0,0,2,7702,3393
bilirubin_direct_std,mean,,0,2,7702,3393
bilirubin_direct_std,median,,0,2,7702,3393
bilirubin_direct_std,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_delta,mean,,0,2,7702,3393
bilirubin_indirect_delta,median,,0,2,7702,3393
bilirubin_indirect_delta,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_max,mean,,0,2,7702,3393
bilirubin_indirect_max,median,,0,2,7702,3393
bilirubin_indirect_max,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_mean,mean,,0,2,7702,3393
bilirubin_indirect_mean,median,,0,2,7702,3393
bilirubin_indirect_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_median,mean,,0,2,7702,3393
bilirubin_indirect_median,median,,0,2,7702,3393
bilirubin_indirect_median,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_min,mean,,0,2,7702,3393
bilirubin_indirect_min,median,,0,2,7702,3393
bilirubin_indirect_min,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_post_mean,mean,,0,2,7702,3393
bilirubin_indirect_post_mean,median,,0,2,7702,3393
bilirubin_indirect_post_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_pre_mean,mean,,0,2,7702,3393
bilirubin_indirect_pre_mean,median,,0,2,7702,3393
bilirubin_indirect_pre_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_slope,mean,,0,2,7702,3393
bilirubin_indirect_slope,median,,0,2,7702,3393
bilirubin_indirect_slope,missing_rate,1.0,0,2,7702,3393
bilirubin_indirect_std,mean,,0,2,7702,3393
bilirubin_indirect_std,median,,0,2,7702,3393
bilirubin_indirect_std,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_delta,mean,,0,2,7702,3393
bilirubin_neonatal_delta,median,,0,2,7702,3393
bilirubin_neonatal_delta,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_max,mean,,0,2,7702,3393
bilirubin_neonatal_max,median,,0,2,7702,3393
bilirubin_neonatal_max,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_mean,mean,,0,2,7702,3393
bilirubin_neonatal_mean,median,,0,2,7702,3393
bilirubin_neonatal_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_median,mean,,0,2,7702,3393
bilirubin_neonatal_median,median,,0,2,7702,3393
bilirubin_neonatal_median,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_min,mean,,0,2,7702,3393
bilirubin_neonatal_min,median,,0,2,7702,3393
bilirubin_neonatal_min,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_post_mean,mean,,0,2,7702,3393
bilirubin_neonatal_post_mean,median,,0,2,7702,3393
bilirubin_neonatal_post_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_pre_mean,mean,,0,2,7702,3393
bilirubin_neonatal_pre_mean,median,,0,2,7702,3393
bilirubin_neonatal_pre_mean,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_slope,mean,,0,2,7702,3393
bilirubin_neonatal_slope,median,,0,2,7702,3393
bilirubin_neonatal_slope,missing_rate,1.0,0,2,7702,3393
bilirubin_neonatal_std,mean,,0,2,7702,3393
bilirubin_neonatal_std,median,,0,2,7702,3393
bilirubin_neonatal_std,missing_rate,1.0,0,2,7702,3393
bilirubin_total_delta,mean,0.6024132719951756,0,2,7702,3393
bilirubin_total_delta,median,-5.218048215738236e-15,0,2,7702,3393
bilirubin_total_delta,missing_rate,0.0,0,2,7702,3393
bilirubin_total_max,mean,1.259192417553882,0,2,7702,3393
bilirubin_total_max,median,0.7,0,2,7702,3393
bilirubin_total_max,missing_rate,0.0,0,2,7702,3393
bilirubin_total_mean,mean,1.0532768741844158,0,2,7702,3393
bilirubin_total_mean,median,0.7000000000000001,0,2,7702,3393
bilirubin_total_mean,missing_rate,0.0,0,2,7702,3393
bilirubin_total_median,mean,1.0695923136847572,0,2,7702,3393
bilirubin_total_median,median,0.7,0,2,7702,3393
bilirubin_total_median,missing_rate,0.0,0,2,7702,3393
bilirubin_total_min,mean,0.6826668397818748,0,2,7702,3393
bilirubin_total_min,median,0.7,0,2,7702,3393
bilirubin_total_min,missing_rate,0.0,0,2,7702,3393
bilirubin_total_post_mean,mean,1.6556901461795912,0,2,7702,3393
bilirubin_total_post_mean,median,0.6999999999999946,0,2,7702,3393
bilirubin_total_post_mean,missing_rate,0.0,0,2,7702,3393
bilirubin_total_pre_mean,mean,1.0532768741844158,0,2,7702,3393
bilirubin_total_pre_mean,median,0.7000000000000001,0,2,7702,3393
bilirubin_total_pre_mean,missing_rate,0.0,0,2,7702,3393
bilirubin_total_slope,mean,0.0034825631389159336,0,2,7702,3393
bilirubin_total_slope,median,0.0,0,2,7702,3393
bilirubin_total_slope,missing_rate,0.017787587639574137,0,2,7702,3393
bilirubin_total_std,mean,0.20205601027810807,0,2,7702,3393
bilirubin_total_std,median,0.0,0,2,7702,3393
bilirubin_total_std,missing_rate,0.0,0,2,7702,3393
bmi_max,mean,27.964438815276694,0,2,7702,3393
bmi_max,median,26.93,0,2,7702,3393
bmi_max,missing_rate,0.3336795637496754,0,2,7702,3393
bmi_mean,mean,27.964438815276694,0,2,7702,3393
bmi_mean,median,26.930000000000014,0,2,7702,3393
bmi_mean,missing_rate,0.3336795637496754,0,2,7702,3393
bmi_median,mean,27.964438815276694,0,2,7702,3393
bmi_median,median,26.93,0,2,7702,3393
bmi_median,missing_rate,0.3336795637496754,0,2,7702,3393
bmi_min,mean,27.964438815276694,0,2,7702,3393
bmi_min,median,26.93,0,2,7702,3393
bmi_min,missing_rate,0.3336795637496754,0,2,7702,3393
bmi_std,mean,0.0,0,2,7702,3393
bmi_std,median,0.0,0,2,7702,3393
bmi_std,missing_rate,0.3336795637496754,0,2,7702,3393
cerebrovascular_disease_max,mean,0.0997143599065178,0,2,7702,3393
cerebrovascular_disease_max,median,0.0,0,2,7702,3393
cerebrovascular_disease_max,missing_rate,0.0,0,2,7702,3393
cerebrovascular_disease_mean,mean,0.0997143599065178,0,2,7702,3393
cerebrovascular_disease_mean,median,0.0,0,2,7702,3393
cerebrovascular_disease_mean,missing_rate,0.0,0,2,7702,3393
cerebrovascular_disease_median,mean,0.0997143599065178,0,2,7702,3393
cerebrovascular_disease_median,median,0.0,0,2,7702,3393
cerebrovascular_disease_median,missing_rate,0.0,0,2,7702,3393
cerebrovascular_disease_min,mean,0.0997143599065178,0,2,7702,3393
cerebrovascular_disease_min,median,0.0,0,2,7702,3393
cerebrovascular_disease_min,missing_rate,0.0,0,2,7702,3393
cerebrovascular_disease_std,mean,0.0,0,2,7702,3393
cerebrovascular_disease_std,median,0.0,0,2,7702,3393
cerebrovascular_disease_std,missing_rate,0.0,0,2,7702,3393
chronic_pulmonary_disease_max,mean,0.2246169826019216,0,2,7702,3393
chronic_pulmonary_disease_max,median,0.0,0,2,7702,3393
chronic_pulmonary_disease_max,missing_rate,0.0,0,2,7702,3393
chronic_pulmonary_disease_mean,mean,0.2246169826019216,0,2,7702,3393
chronic_pulmonary_disease_mean,median,0.0,0,2,7702,3393
chronic_pulmonary_disease_mean,missing_rate,0.0,0,2,7702,3393
chronic_pulmonary_disease_median,mean,0.2246169826019216,0,2,7702,3393
chronic_pulmonary_disease_median,median,0.0,0,2,7702,3393
chronic_pulmonary_disease_median,missing_rate,0.0,0,2,7702,3393
chronic_pulmonary_disease_min,mean,0.2246169826019216,0,2,7702,3393
chronic_pulmonary_disease_min,median,0.0,0,2,7702,3393
chronic_pulmonary_disease_min,missing_rate,0.0,0,2,7702,3393
chronic_pulmonary_disease_std,mean,0.0,0,2,7702,3393
chronic_pulmonary_disease_std,median,0.0,0,2,7702,3393
chronic_pulmonary_disease_std,missing_rate,0.0,0,2,7702,3393
ck_total_max,mean,283.4246948844456,0,2,7702,3393
ck_total_max,median,100.0,0,2,7702,3393
ck_total_max,missing_rate,0.0,0,2,7702,3393
ck_total_mean,mean,203.75765319244692,0,2,7702,3393
ck_total_mean,median,100.0,0,2,7702,3393
ck_total_mean,missing_rate,0.0,0,2,7702,3393
ck_total_median,mean,210.04141781355492,0,2,7702,3393
ck_total_median,median,100.0,0,2,7702,3393
ck_total_median,missing_rate,0.0,0,2,7702,3393
ck_total_min,mean,95.24344326149053,0,2,7702,3393
ck_total_min,median,100.0,0,2,7702,3393
ck_total_min,missing_rate,0.0,0,2,7702,3393
ck_total_std,mean,62.74108560788928,0,2,7702,3393
ck_total_std,median,0.0,0,2,7702,3393
ck_total_std,missing_rate,0.0,0,2,7702,3393
ckmb_max,mean,,0,2,7702,3393
ckmb_max,median,,0,2,7702,3393
ckmb_max,missing_rate,1.0,0,2,7702,3393
ckmb_mean,mean,,0,2,7702,3393
ckmb_mean,median,,0,2,7702,3393
ckmb_mean,missing_rate,1.0,0,2,7702,3393
ckmb_median,mean,,0,2,7702,3393
ckmb_median,median,,0,2,7702,3393
ckmb_median,missing_rate,1.0,0,2,7702,3393
ckmb_min,mean,,0,2,7702,3393
ckmb_min,median,,0,2,7702,3393
ckmb_min,missing_rate,1.0,0,2,7702,3393
ckmb_std,mean,,0,2,7702,3393
ckmb_std,median,,0,2,7702,3393
ckmb_std,missing_rate,1.0,0,2,7702,3393
congestive_heart_failure_max,mean,0.25889379381978705,0,2,7702,3393
congestive_heart_failure_max,median,0.0,0,2,7702,3393
congestive_heart_failure_max,missing_rate,0.0,0,2,7702,3393
congestive_heart_failure_mean,mean,0.25889379381978705,0,2,7702,3393
congestive_heart_failure_mean,median,0.0,0,2,7702,3393
congestive_heart_failure_mean,missing_rate,0.0,0,2,7702,3393
congestive_heart_failure_median,mean,0.25889379381978705,0,2,7702,3393
congestive_heart_failure_median,median,0.0,0,2,7702,3393
congestive_heart_failure_median,missing_rate,0.0,0,2,7702,3393
congestive_heart_failure_min,mean,0.25889379381978705,0,2,7702,3393
congestive_heart_failure_min,median,0.0,0,2,7702,3393
congestive_heart_failure_min,missing_rate,0.0,0,2,7702,3393
congestive_heart_failure_std,mean,0.0,0,2,7702,3393
congestive_heart_failure_std,median,0.0,0,2,7702,3393
congestive_heart_failure_std,missing_rate,0.0,0,2,7702,3393
creatinine_delta,mean,0.28435071525432176,0,2,7702,3393
creatinine_delta,median,0.04521972412810554,0,2,7702,3393
creatinine_delta,missing_rate,0.0,0,2,7702,3393
creatinine_max,mean,1.3423266683978188,0,2,7702,3393
creatinine_max,median,0.9,0,2,7702,3393
creatinine_max,missing_rate,0.0,0,2,7702,3393
creatinine_mean,mean,1.141658981837351,0,2,7702,3393
creatinine_mean,median,0.9,0,2,7702,3393
creatinine_mean,missing_rate,0.0,0,2,7702,3393
creatinine_median,mean,1.1607244871461957,0,2,7702,3393
creatinine_median,median,0.9,0,2,7702,3393
creatinine_median,missing_rate,0.0,0,2,7702,3393
creatinine_min,mean,0.8367047520124644,0,2,7702,3393
creatinine_min,median,0.9,0,2,7702,3393
creatinine_min,missing_rate,0.0,0,2,7702,3393
creatinine_post_mean,mean,1.426009697091673,0,2,7702,3393
creatinine_post_mean,median,0.997643037573203,0,2,7702,3393
creatinine_post_mean,missing_rate,0.0,0,2,7702,3393
creatinine_pre_mean,mean,1.141658981837351,0,2,7702,3393
creatinine_pre_mean,median,0.9,0,2,7702,3393
creatinine_pre_mean,missing_rate,0.0,0,2,7702,3393
creatinine_slope,mean,0.0012583713898786618,0,2,7702,3393
creatinine_slope,median,0.0,0,2,7702,3393
creatinine_slope,missing_rate,0.017787587639574137,0,2,7702,3393
creatinine_std,mean,0.18200523260749132,0,2,7702,3393
creatinine_std,median,0.04714045207910314,0,2,7702,3393
creatinine_std,missing_rate,0.0,0,2,7702,3393
crp_max,mean,110.53636363636363,0,2,7702,3393
crp_max,median,101.7,0,2,7702,3393
crp_max,missing_rate,0.9957153985977668,0,2,7702,3393
crp_mean,mean,110.414598035146,0,2,7702,3393
crp_mean,median,101.70000000000003,0,2,7702,3393
crp_mean,missing_rate,0.9957153985977668,0,2,7702,3393
crp_median,mean,110.53636363636363,0,2,7702,3393
crp_median,median,101.7,0,2,7702,3393
crp_median,missing_rate,0.9957153985977668,0,2,7702,3393
crp_min,mean,110.26969696969695,0,2,7702,3393
crp_min,median,101.7,0,2,7702,3393
crp_min,missing_rate,0.9957153985977668,0,2,7702,3393
crp_std,mean,0.13283058891489427,0,2,7702,3393
crp_std,median,0.0,0,2,7702,3393
crp_std,missing_rate,0.9957153985977668,0,2,7702,3393
d_dimer_max,mean,,0,2,7702,3393
d_dimer_max,median,,0,2,7702,3393
d_dimer_max,missing_rate,1.0,0,2,7702,3393
d_dimer_mean,mean,,0,2,7702,3393
d_dimer_mean,median,,0,2,7702,3393
d_dimer_mean,missing_rate,1.0,0,2,7702,3393
d_dimer_median,mean,,0,2,7702,3393
d_dimer_median,median,,0,2,7702,3393
d_dimer_median,missing_rate,1.0,0,2,7702,3393
d_dimer_min,mean,,0,2,7702,3393
d_dimer_min,median,,0,2,7702,3393
d_dimer_min,missing_rate,1.0,0,2,7702,3393
d_dimer_std,mean,,0,2,7702,3393
d_dimer_std,median,,0,2,7702,3393
d_dimer_std,missing_rate,1.0,0,2,7702,3393
dbp_delta,mean,-8.505826592751589,0,2,7702,3393
dbp_delta,median,-7.639894797652715,0,2,7702,3393
dbp_delta,missing_rate,0.0,0,2,7702,3393
dbp_max,mean,82.27207218904181,0,2,7702,3393
dbp_max,median,80.0,0,2,7702,3393
dbp_max,missing_rate,0.0,0,2,7702,3393
dbp_mean,mean,67.77226908535518,0,2,7702,3393
dbp_mean,median,69.0,0,2,7702,3393
dbp_mean,missing_rate,0.0,0,2,7702,3393
dbp_median,mean,67.61610620618022,0,2,7702,3393
dbp_median,median,69.0,0,2,7702,3393
dbp_median,missing_rate,0.0,0,2,7702,3393
dbp_min,mean,53.850038950921835,0,2,7702,3393
dbp_min,median,51.0,0,2,7702,3393
dbp_min,missing_rate,0.0,0,2,7702,3393
dbp_post_mean,mean,59.26644249260359,0,2,7702,3393
dbp_post_mean,median,58.30849220103986,0,2,7702,3393
dbp_post_mean,missing_rate,0.0,0,2,7702,3393
dbp_pre_mean,mean,67.77226908535518,0,2,7702,3393
dbp_pre_mean,median,69.0,0,2,7702,3393
dbp_pre_mean,missing_rate,0.0,0,2,7702,3393
dbp_slope,mean,-0.10886321882212259,0,2,7702,3393
dbp_slope,median,-0.026661677305745105,0,2,7702,3393
dbp_slope,missing_rate,0.017787587639574137,0,2,7702,3393
dbp_std,mean,8.238634430524202,0,2,7702,3393
dbp_std,median,8.302946271257632,0,2,7702,3393
dbp_std,missing_rate,0.0,0,2,7702,3393
dementia_max,mean,0.022851207478576992,0,2,7702,3393
dementia_max,median,0.0,0,2,7702,3393
dementia_max,missing_rate,0.0,0,2,7702,3393
dementia_mean,mean,0.022851207478576992,0,2,7702,3393
dementia_mean,median,0.0,0,2,7702,3393
dementia_mean,missing_rate,0.0,0,2,7702,3393
dementia_median,mean,0.022851207478576992,0,2,7702,3393
dementia_median,median,0.0,0,2,7702,3393
dementia_median,missing_rate,0.0,0,2,7702,3393
dementia_min,mean,0.022851207478576992,0,2,7702,3393
dementia_min,median,0.0,0,2,7702,3393
dementia_min,missing_rate,0.0,0,2,7702,3393
dementia_std,mean,0.0,0,2,7702,3393
dementia_std,median,0.0,0,2,7702,3393
dementia_std,missing_rate,0.0,0,2,7702,3393
diabetes_with_cc_max,mean,0.0924435211633342,0,2,7702,3393
diabetes_with_cc_max,median,0.0,0,2,7702,3393
diabetes_with_cc_max,missing_rate,0.0,0,2,7702,3393
diabetes_with_cc_mean,mean,0.0924435211633342,0,2,7702,3393
diabetes_with_cc_mean,median,0.0,0,2,7702,3393
diabetes_with_cc_mean,missing_rate,0.0,0,2,7702,3393
diabetes_with_cc_median,mean,0.0924435211633342,0,2,7702,3393
diabetes_with_cc_median,median,0.0,0,2,7702,3393
diabetes_with_cc_median,missing_rate,0.0,0,2,7702,3393
diabetes_with_cc_min,mean,0.0924435211633342,0,2,7702,3393
diabetes_with_cc_min,median,0.0,0,2,7702,3393
diabetes_with_cc_min,missing_rate,0.0,0,2,7702,3393
diabetes_with_cc_std,mean,0.0,0,2,7702,3393
diabetes_with_cc_std,median,0.0,0,2,7702,3393
diabetes_with_cc_std,missing_rate,0.0,0,2,7702,3393
diabetes_without_cc_max,mean,0.22279927291612567,0,2,7702,3393
diabetes_without_cc_max,median,0.0,0,2,7702,3393
diabetes_without_cc_max,missing_rate,0.0,0,2,7702,3393
diabetes_without_cc_mean,mean,0.22279927291612567,0,2,7702,3393
diabetes_without_cc_mean,median,0.0,0,2,7702,3393
diabetes_without_cc_mean,missing_rate,0.0,0,2,7702,3393
diabetes_without_cc_median,mean,0.22279927291612567,0,2,7702,3393
diabetes_without_cc_median,median,0.0,0,2,7702,3393
diabetes_without_cc_median,missing_rate,0.0,0,2,7702,3393
diabetes_without_cc_min,mean,0.22279927291612567,0,2,7702,3393
diabetes_without_cc_min,median,0.0,0,2,7702,3393
diabetes_without_cc_min,missing_rate,0.0,0,2,7702,3393
diabetes_without_cc_std,mean,0.0,0,2,7702,3393
diabetes_without_cc_std,median,0.0,0,2,7702,3393
diabetes_without_cc_std,missing_rate,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_max,mean,0.024192417553882108,0,2,7702,3393
dobutamine_rate_mcgkgmin_max,median,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_max,missing_rate,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_mean,mean,0.0039118814869469175,0,2,7702,3393
dobutamine_rate_mcgkgmin_mean,median,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_mean,missing_rate,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_median,mean,0.0012334458582186445,0,2,7702,3393
dobutamine_rate_mcgkgmin_median,median,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_median,missing_rate,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_min,mean,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_min,median,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_min,missing_rate,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_std,mean,0.00609795817067815,0,2,7702,3393
dobutamine_rate_mcgkgmin_std,median,0.0,0,2,7702,3393
dobutamine_rate_mcgkgmin_std,missing_rate,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_max,mean,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_max,median,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_max,missing_rate,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_mean,mean,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_mean,median,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_mean,missing_rate,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_median,mean,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_median,median,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_median,missing_rate,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_min,mean,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_min,median,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_min,missing_rate,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_std,mean,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_std,median,0.0,0,2,7702,3393
dopamine_rate_mcgkgmin_std,missing_rate,0.0,0,2,7702,3393
